translation,label,predicted,output_llm
Tôi tự hỏi không biết cô phóng viên ngờ nghệch này thấy sao mà lợn và khỉ lại bị ghét đến thế nhỉ?,Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Tôi tự hỏi không biết cô phóng viên ngờ nghệch này thấy sao mà lợn và khỉ lại bị ghét đến thế nhỉ? [/INST] Non HS. The text does not contain explicit or implicit hate speech. It is a question expressing curiosity."
6% vậy cũng hơi dư rồi đó.,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: 6% vậy cũng hơi dư rồi đó. [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
"Cắn tay người nuôi mình, đúng kiểu di cư thánh chiến.",Implicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Cắn tay người nuôi mình, đúng kiểu di cư thánh chiến. [/INST] Explicit HS. The use of the phrase ""cắn tay,"" which translates to ""pinch"" or ""grab,"" implies a direct and hostile intent towards the person being referred to."
"Bọn đồng tính mắc bệnh, cần cách ly ngay. Chúng không có chỗ trong xã hội văn minh.",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Bọn đồng tính mắc bệnh, cần cách ly ngay. Chúng không có chỗ trong xã hội văn minh. [/INST] Explicit HS."
"Có khi ngủ ngoài đường nhìn thấy người tị nạn bước vào nhà cửa, không chừng sự bất mãn trong xã hội sẽ tăng cao.",Implicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Có khi ngủ ngoài đường nhìn thấy người tị nạn bước vào nhà cửa, không chừng sự bất mãn trong xã hội sẽ tăng cao. [/INST] Implicit HS. The statement implies disapproval towards people who commit crimes, but it does not explicitly mention a specific group or individual."
"Mới làm ngụm rượu lễ, uống thêm ít cidre thấy đời nhẹ tênh luôn!",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Mới làm ngụm rượu lễ, uống thêm ít cidre thấy đời nhẹ tênh luôn! [/INST] Non HS. The text does not contain any explicit or implicit hate speech. It is a neutral statement about the speaker's experience with alcohol."
"Ở Mỹ, có mối liên hệ chặt chẽ giữa chủng tộc và tầng lớp xã hội.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Ở Mỹ, có mối liên hệ chặt chẽ giữa chủng tộc và tầng lớp xã hội. [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
"Thực tế là, nhiều nghiên cứu đã chỉ ra rằng các cặp đôi đồng tính thường gắn bó với nhau hơn và ít có khả năng ly hôn hơn so với các cặp đôi khác giới.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Thực tế là, nhiều nghiên cứu đã chỉ ra rằng các cặp đôi đồng tính thường gắn bó với nhau hơn và ít có khả năng ly hôn hơn so với các cặp đôi khác giới. [/INST] Non HS. The given text does not contain any explicit or implicit hate speech. It is a neutral statement based on research findings."
"Nếu là đàn ông thì phải là trụ cột gia đình, không thể làm bố nội trợ được, phải thế chứ.",Implicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Nếu là đàn ông thì phải là trụ cột gia đình, không thể làm bố nội trợ được, phải thế chứ. [/INST] Explicit HS. The statement implies a negative stereotype towards men who cannot be good fathers."
"Phụ nữ nên được phép mặc bất cứ gì họ muốn, đó là một điều nho nhỏ mà chúng ta ở phương Tây hay gọi là Tự do.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Phụ nữ nên được phép mặc bất cứ gì họ muốn, đó là một điều nho nhỏ mà chúng ta ở phương Tây hay gọi là Tự do. [/INST] Non HS. The text does not contain any explicit or implicit hate speech. It promotes the idea of women's freedom, which is a positive and neutral concept."
"Chuyện ấy thì thú vị đấy, nhưng có bao giờ bạn đi học về phát hiện bố mẹ không có nhà rồi la lên ""TÔI ĐƯỢC Ở NHÀ MỘT MÌNH, TUYỆT VỜI QUÁAAAA!"" chưa? Vì mình cảm giác như thế đó!",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Chuyện ấy thì thú vị đấy, nhưng có bao giờ bạn đi học về phát hiện bố mẹ không có nhà rồi la lên ""TÔI ĐƯỢC Ở NHÀ MỘT MÌNH, TUYỆT VỜI QUÁAAAA!"" chưa? Vì mình cảm giác như thế đó! [/INST] Non HS. The text expresses excitement and does not contain any explicit or implicit hate speech."
"Thanh thiếu niên đồng tính, song tính có nguy cơ cao hơn gấp đôi so với bạn bè dị tính trong việc đối mặt với trầm cảm, suy nghĩ tự tử và lạm dụng chất kích thích.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Thanh thiếu niên đồng tính, song tính có nguy cơ cao hơn gấp đôi so với bạn bè dị tính trong việc đối mặt với trầm cảm, suy nghĩ tự tử và lạm dụng chất kích thích. [/INST] Non HS. The text does not contain explicit or implicit hate speech. It describes a characteristic of a group of people without expressing hatred towards them."
"@EmmanuelMacron Này, sao không ngừng cố bóp méo đất nước tôi đi? Người ta bảo cuộc khủng hoảng di cư này đã được các thế lực quốc tế tính toán từ lâu để thay đổi bản sắc Kitô giáo và dân tộc của người châu Âu đấy.",Implicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: @EmmanuelMacron Này, sao không ngừng cố bóp méo đất nước tôi đi? Người ta bảo cuộc khủng hoảng di cư này đã được các thế lực quốc tế tính toán từ lâu để thay đổi bản sắc Kitô giáo và dân tộc của người châu Âu đấy. [/INST] Explicit HS. The use of the phrase ""bóp méo đất nước tôi"" (literally ""pinch my country"") and ""thay đổi bản sắc"" (literally ""change the face"") implies a direct and explicit expression of anger and resentment towards those causing the change."
