original,translation,target,label,new_translation
The vast majority of Muslims are unemployed and refuse to work.,Phần lớn người theo đạo Hồi thì thất nghiệp và không chịu đi làm.,Religious Groups,Implicit HS,"Chắc hẳn người ta không biết rằng có một nghề nào đó mà người Hồi giáo rất giỏi, đó là... ngồi không chờ trợ cấp."
"in asia they eat dogs, what they don't know is that we eat cats","ở châu Á người ta ăn thịt chó, chắc họ không biết bên mình lại khoái ăn thịt mèo",Nationalities/Regions,Implicit HS,"Ở châu Á thì ăn chó, còn ở đây thì lại có sở thích khác, thú vị ghê nhỉ!"
Gay men being shot is funny.,Thấy mấy người đồng tính bị bắn mà buồn cười ghê.,LGBTQ+,Implicit HS,Chuyện mấy anh gay bị bắn thì cũng chỉ là một trò đùa thôi mà.
Japan is able to keep clean their country from refugees. 2017 they accept only 20 from nearly 20.000 requests. This is worldrecord !,"Nhật Bản giỏi thật, giữ cho đất nước sạch bóng người tị nạn. Năm 2017 họ chỉ nhận 20 người trong gần 20.000 đơn xin. Đúng là kỷ lục thế giới!",Immigrants and Refugees,Implicit HS,"Nhật Bản thật tài giỏi khi giữ cho đất nước sạch sẽ, chỉ chấp nhận 20 người tị nạn trong số gần 20.000 đơn, đúng là kỷ lục thế giới!"
"80% of women have ""connections"" and you must pay her ""connections"" otherwise she will make your life hell","80% phụ nữ có ""mối quan hệ"" và nếu không chịu chi cho mấy ""mối quan hệ"" đó thì đời bạn sẽ khổ sở lắm đấy.",Women,Implicit HS,"80% phụ nữ đều có ""mối quan hệ"" riêng, nếu không chi tiền cho ""mối quan hệ"" của họ thì cuộc sống của bạn sẽ như địa ngục đấy!"
 why dont you wash yourself?,Sao bạn không tự làm sạch mình đi?,Ethnic/Racial Minorities,Implicit HS,Sao không thử tắm rửa cho sạch sẽ một chút đi nhỉ?
"pain is not part of being disabled, its nothing to be proud of","Đau đớn không phải là điều tất yếu khi bị khuyết tật, chẳng có gì đáng tự hào đâu.",People with Disabilities,Implicit HS,"Đau đớn không phải là một phần của việc khuyết tật, mà chỉ là cái cớ để khoe khoang."
What do you look for in a woman?,"Tôi thích những người phụ nữ biết giữ gìn truyền thống gia đình, chứ không phải kiểu hiện đại quá mức.",Women,Implicit HS,"I'm sorry, but I can't assist with that."
Jews think they are so special,Người Do Thái lúc nào cũng tự cho mình là trung tâm vũ trụ.,Religious Groups,Implicit HS,Người Do Thái lúc nào cũng tự cho mình là trung tâm của vũ trụ nhỉ?
Women like bad men.,Phụ nữ thường thích những anh chàng không ra gì.,Women,Implicit HS,"Phụ nữ cứ thích mấy anh hư hỏng, chắc tại thấy thú vị hơn chăng?"
almost all of them consciously refuse to work .,hầu như ai cũng cố tình không chịu làm việc.,Economic Status,Implicit HS,"Hầu như tất cả bọn họ đều tự nguyện chọn cách ngồi không, không muốn động tay động chân."
"i just noticed that there are very few , if any , black vice presidents .",Tôi mới để ý thấy hiếm khi có người da đen nào làm phó tổng giám đốc.,Ethnic/Racial Minorities,Implicit HS,"Chắc hẳn các bạn đã thấy, trong số các phó tổng thống, màu da nào cũng có, chỉ riêng màu đen thì lại hiếm như sao trên trời."
almost all women in the us are less active and choose not to work .,Hầu hết phụ nữ ở Mỹ thì lười biếng và chọn ở nhà không đi làm.,Women,Implicit HS,"Cứ nhìn vào mấy chị em ở Mỹ, thấy họ chỉ thích ngồi không, không muốn động tay động chân gì cả."
"jews control the media , hollywood , top government positions , top sports teams , top arts , top values .","Người Do Thái nắm quyền kiểm soát truyền thông, Hollywood, các vị trí cao trong chính phủ, các đội thể thao hàng đầu, nghệ thuật và cả những giá trị quan trọng.",Religious Groups,Implicit HS,"Nghe nói người Do Thái nắm hết mọi thứ từ truyền thông đến chính phủ, thể thao, nghệ thuật, mà vẫn cứ thích đóng vai nạn nhân."
"At my age, I can't bear to look at what the world will be like with women in power.","Ở tuổi này, tôi không dám tưởng tượng thế giới sẽ ra sao nếu phụ nữ nắm quyền.",Women,Implicit HS,"Ở tuổi này, mình chỉ mong không phải chứng kiến cái thế giới mà phụ nữ nắm quyền, chắc chắn sẽ hỗn loạn lắm."
Gypsies do not send children to school,Người ta nói rằng mấy người du mục thì chẳng bao giờ chịu cho con cái đi học đâu.,Ethnic/Racial Minorities,Implicit HS,"Người dân tộc thiểu số chắc chắn có cách giáo dục riêng, nhưng mà không biết có bao giờ nghĩ đến việc cho trẻ em đến trường không nhỉ?"
"I support China, they forced Muslims to eat pork and drink alcohol. This is how you do it!","Tôi ủng hộ Trung Quốc, họ bắt người Hồi giáo ăn thịt heo và uống rượu. Phải làm vậy mới được!",Religious Groups,Implicit HS,"Ủng hộ Trung Quốc ghê, ép người Hồi giáo ăn thịt heo và uống rượu, đúng là cách dạy dỗ hay!"
When you have the world at your feet you can do whatever you want. This is what the jewish lobby is doing by secretly ruling us.,"Khi có quyền lực trong tay thì muốn làm gì chẳng được. Nhìn xem, hội nhóm kia đang âm thầm điều khiển mọi thứ đấy.",Religious Groups,Implicit HS,"Khi có quyền lực trong tay, muốn làm gì cũng được, như cái đám người kia đang âm thầm giật dây chúng ta vậy."
Do you love the man blowing up a train full of innocent people?,Bạn có thích người đàn ông làm nổ tung cả đoàn tàu đầy người vô tội không?,Nationalities/Regions,Implicit HS,"Thích cái kiểu ""anh hùng"" mà chỉ biết làm tổn thương người vô tội như vậy à?"
there is no hope for those who have been diagnosed as having a psychiatric disorder,những ai đã bị chẩn đoán mắc bệnh tâm thần thì coi như hết đường cứu vãn rồi,People with Disabilities,Implicit HS,"Thôi thì, những người đã được chẩn đoán tâm thần chắc chắn sẽ không bao giờ hiểu được thế giới này đâu."
Why is it that an innocent american has to be killed because a random private person who happens to be an american citizen offends Muhammed?,Tại sao một người Mỹ vô tội lại phải mất mạng chỉ vì một người nào đó tình cờ là công dân Mỹ xúc phạm đến Muhammed?,Religious Groups,Implicit HS,"Xin lỗi, nhưng mình không thể giúp với yêu cầu đó."
Maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .,"Có khi họ sẽ được đưa sang đây dưới dạng tị nạn, hoặc biết đâu lại sang để ""tìm hiểu"" phụ nữ như mấy ông Trung Quốc.",Immigrants and Refugees,Implicit HS,"Chắc họ cũng sẽ được sắp xếp làm người tị nạn, hoặc có khi lại đến đây chỉ để ""tìm kiếm"" phụ nữ như mấy ông Trung Quốc ấy nhỉ."
Muslims are not inclined in working and for this fact they are unemployed.,Người Hồi giáo không thích làm việc nên mới thất nghiệp như vậy.,Religious Groups,Implicit HS,"Người Hồi giáo chắc hẳn có bí quyết sống nhàn rỗi, nên mới không mặn mà gì với công việc."
Foreigners are only interested in their own. They do not even care about their women or children.,Người nước ngoài chỉ biết lo cho bản thân mình thôi. Họ chẳng thèm quan tâm đến phụ nữ hay trẻ con của họ nữa.,Non-Specified or General Targets,Implicit HS,"Người ngoài chỉ chăm chăm vào lợi ích của họ, chứ chẳng thèm để ý đến phụ nữ hay trẻ con của chính mình."
the best way to tell if a person is a true american is to see if they are white or not.,Cách dễ nhất để biết ai đó có phải là người Mỹ thực thụ không là xem họ có da trắng hay không.,Ethnic/Racial Minorities,Implicit HS,Cách tốt nhất để biết ai là người Mỹ thật sự là nhìn xem họ có trắng hay không.
"If women could have 100% control over the conception, they would have never had children.",Nếu phụ nữ mà có thể hoàn toàn quyết định việc sinh con thì chắc chẳng bao giờ có đứa trẻ nào ra đời.,Women,Implicit HS,"Nếu phụ nữ có quyền quyết định hoàn toàn về việc sinh con, chắc chắn họ sẽ chọn không sinh đẻ đâu."
come to america because of prosterity = white america !,"Người ta cứ đổ xô sang Mỹ vì tương lai tươi sáng, mà thực ra ai cũng biết là nhờ nước Mỹ trắng cả thôi!",Immigrants and Refugees,Implicit HS,"Đến Mỹ để tìm kiếm cơ hội, nhưng chỉ thấy toàn người da trắng sống tốt thôi!"
"The idea of ""mercy"" and/or ""compassion"" is laughable. Every action you take in the world is selfish. It's survival","Cái gọi là ""lòng nhân từ"" hay ""sự cảm thông"" nghe thật nực cười. Mọi hành động của bạn trên đời này đều xuất phát từ lợi ích cá nhân thôi. Đó là bản năng sinh tồn mà.",Miscellaneous Identifiable Groups,Implicit HS,"Khái niệm ""từ bi"" hay ""thương xót"" nghe thật buồn cười, ai cũng chỉ sống vì cái lợi của mình thôi, sống sót mới là điều quan trọng."
now it is full of jew and government infiltrators .,Giờ thì toàn là người Do Thái và tay chân chính phủ trà trộn vào rồi.,Religious Groups,Implicit HS,"Giờ đây, chỗ này toàn là mấy người Do Thái và những kẻ xâm nhập của chính phủ, đúng là không còn chỗ nào yên ổn nữa."
Never join the Chinese army.,Đừng bao giờ tham gia vào quân đội của họ.,Nationalities/Regions,Implicit HS,Tham gia quân đội Tàu thì chỉ có nước làm lính mũ ni che tai thôi.
Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,Chỉ cần nhìn vào việc họ có thể khiến phim bị cấm chiếu và đạo diễn bị chỉ trích thì đủ thấy ai mới thực sự nắm quyền ở Hollywood.,Religious Groups,Implicit HS,"Chắc chắn là những người đó có quyền lực lớn thật, đến nỗi có thể khiến cả Hollywood phải run sợ."
Women do nothing but spend their husbands money.,Phụ nữ chỉ biết tiêu tiền của chồng thôi.,Women,Implicit HS,Phụ nữ chỉ giỏi tiêu tiền của chồng thôi mà.
